Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Morocco,MAR,2008,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1400
Morocco,MAR,2007,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1400
Morocco,MAR,2006,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1400
Morocco,MAR,2005,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1400
Morocco,MAR,2004,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1400
Morocco,MAR,2003,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1500
Morocco,MAR,2002,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1500
Morocco,MAR,2001,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1400
Morocco,MAR,2000,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1400
Morocco,MAR,1999,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1300
Morocco,MAR,1998,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1200
Morocco,MAR,1997,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1200
Morocco,MAR,1996,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1100
Morocco,MAR,1995,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1000
Morocco,MAR,1994,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1000
Morocco,MAR,1993,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1000
Morocco,MAR,1992,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1000
Morocco,MAR,1991,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1000
Morocco,MAR,1990,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,1000
Morocco,MAR,2021,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2020,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2019,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2018,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2017,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2016,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2015,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2014,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2013,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2012,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2011,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2010,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2009,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2008,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2007,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2006,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2005,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2004,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2003,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2002,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2001,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,2000,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,1999,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,1998,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,1997,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,1996,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,1995,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200
Morocco,MAR,1994,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,100
Morocco,MAR,1993,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,100
Morocco,MAR,1992,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,100
Morocco,MAR,1991,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,100
Morocco,MAR,1990,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,100
Morocco,MAR,2021,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,830
Morocco,MAR,2020,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,870
Morocco,MAR,2019,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,950
Morocco,MAR,2018,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1100
Morocco,MAR,2017,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1000
Morocco,MAR,2016,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1100
Morocco,MAR,2015,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1200
Morocco,MAR,2014,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1200
Morocco,MAR,2013,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1300
Morocco,MAR,2012,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1500
Morocco,MAR,2011,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1600
Morocco,MAR,2010,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1600
Morocco,MAR,2009,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1600
Morocco,MAR,2008,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1700
Morocco,MAR,2007,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1700
Morocco,MAR,2006,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1700
Morocco,MAR,2005,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1600
Morocco,MAR,2004,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1700
Morocco,MAR,2003,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1700
Morocco,MAR,2002,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1700
Morocco,MAR,2001,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1600
Morocco,MAR,2000,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1600
Morocco,MAR,1999,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1500
Morocco,MAR,1998,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1400
Morocco,MAR,1997,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1300
Morocco,MAR,1996,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1300
Morocco,MAR,1995,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1200
Morocco,MAR,1994,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,1100
Morocco,MAR,1993,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,960
Morocco,MAR,1992,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,840
Morocco,MAR,1991,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,720
Morocco,MAR,1990,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,600
Morocco,MAR,2021,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.02
Morocco,MAR,2020,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.02
Morocco,MAR,2019,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.03
Morocco,MAR,2018,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.03
Morocco,MAR,2017,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.03
Morocco,MAR,2016,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.03
Morocco,MAR,2015,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.03
Morocco,MAR,2014,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.04
Morocco,MAR,2013,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.04
Morocco,MAR,2012,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.04
Morocco,MAR,2011,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,2010,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,2009,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,2008,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,2007,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,2006,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,2005,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,2004,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.06
Morocco,MAR,2003,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.06
Morocco,MAR,2002,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.06
Morocco,MAR,2001,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.06
Morocco,MAR,2000,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.06
Morocco,MAR,1999,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,1998,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,1997,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,1996,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05
Morocco,MAR,1995,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.04
Morocco,MAR,1994,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.04
Morocco,MAR,1993,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.04
Morocco,MAR,1992,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.03
Morocco,MAR,1991,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.03
Morocco,MAR,1990,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.02
Morocco,MAR,2021,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,100
Morocco,MAR,2020,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,2019,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,2018,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,2017,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,2016,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,2015,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,2014,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,2013,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,2012,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2011,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2010,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2009,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2008,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2007,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2006,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2005,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2004,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2003,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2002,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2001,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,2000,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,1999,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,1998,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,1997,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500
Morocco,MAR,1996,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,1995,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,1994,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,1993,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,1992,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,1991,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,1990,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,200
Morocco,MAR,2021,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.02
Morocco,MAR,2020,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.02
Morocco,MAR,2019,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.02
Morocco,MAR,2018,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.02
Morocco,MAR,2017,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.02
Morocco,MAR,2016,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.02
Morocco,MAR,2015,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.02
Morocco,MAR,2014,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.03
Morocco,MAR,2013,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.03
Morocco,MAR,2012,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.03
Morocco,MAR,2011,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2010,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2009,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2008,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2007,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2006,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2005,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2004,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2003,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2002,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2001,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,2000,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,1999,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,1998,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,1997,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,1996,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,1995,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.04
Morocco,MAR,1994,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.03
Morocco,MAR,1993,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.03
Morocco,MAR,1992,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.03
Morocco,MAR,1991,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.02
Morocco,MAR,1990,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.02
Morocco,MAR,2021,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.04
Morocco,MAR,2020,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.04
Morocco,MAR,2019,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.04
Morocco,MAR,2018,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.05
Morocco,MAR,2017,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.05
Morocco,MAR,2016,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.05
Morocco,MAR,2015,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.05
Morocco,MAR,2014,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.06
Morocco,MAR,2013,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.06
Morocco,MAR,2012,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.07
Morocco,MAR,2011,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.08
Morocco,MAR,2010,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.08
Morocco,MAR,2009,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.08
Morocco,MAR,2008,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.08
Morocco,MAR,2007,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.09
Morocco,MAR,2006,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.09
Morocco,MAR,2005,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.09
Morocco,MAR,2004,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.09
Morocco,MAR,2003,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.09
Morocco,MAR,2002,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.09
Morocco,MAR,2001,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.09
Morocco,MAR,2000,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.09
Morocco,MAR,1999,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.09
Morocco,MAR,1998,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.09
Morocco,MAR,1997,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.08
Morocco,MAR,1996,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.08
Morocco,MAR,1995,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.08
Morocco,MAR,1994,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.08
Morocco,MAR,1993,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.07
Morocco,MAR,1992,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.06
Morocco,MAR,1991,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.05
Morocco,MAR,1990,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.05
Morocco,MAR,2021,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,44
Morocco,MAR,2020,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,45
Morocco,MAR,2019,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,48
Morocco,MAR,2018,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,40
Morocco,MAR,2017,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,38
Morocco,MAR,2016,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,39
Morocco,MAR,2015,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,30
Morocco,MAR,2014,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,36
Morocco,MAR,2013,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,32
Morocco,MAR,2012,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,35
Morocco,MAR,2011,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,23
Morocco,MAR,2010,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,23
Morocco,MAR,2009,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,17
Morocco,MAR,2008,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,12
Morocco,MAR,2007,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,9
Morocco,MAR,2006,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,6
Morocco,MAR,2005,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,3
Morocco,MAR,2004,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,0
Morocco,MAR,2003,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,0
Morocco,MAR,2002,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,0
Morocco,MAR,2001,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,0
Morocco,MAR,2000,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,0
Morocco,MAR,2022,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2021,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2020,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2019,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2018,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2017,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2016,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2015,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2014,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2013,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2012,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99
Morocco,MAR,2011,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,98
